Gene	t1_gene_score	t1_SIEG_score
MFSD6L	0.012805581	-0.396277497
LAMB2L	0	-0.43962773
ALDOB	-0.245425355	-1.49795739
C7orf53	-0.057525421	-0.687011811
LASS1	-0.04702702	-0.643097291
TRIM69	0	-0.43962773
PLCXD3	0.357463339	1.083558296
GPR87	-0.048012799	-0.655291679
ASB16	0	-0.43962773
TPI1P2	0	-0.43962773
ANKRD58	-0.191248347	-1.258440337
IL23A	0.196661081	0.398698948
WIPF3	0	-0.43962773
CACNA1A	-0.00020603	-0.456342772
CCNI2	-0.057584279	-0.68826802
PROX1	-0.012432845	-0.495841555
FXYD2	-0.052542245	-0.675815248
MASP2	-0.253388308	-1.52897683
GAS2	-0.105491394	-0.891318508
NWD1	-0.007906221	-0.472773101
RASSF10	-0.031792629	-0.577431123
C1orf186	-0.03707379	-0.599060992
KIAA2022	0.072006957	-0.130289121
GPLD1	-0.101165106	-0.865381928
CD244	-0.229347597	-1.421641372
KIAA1875	0.445649266	1.4695179
DNER	0	-0.43962773
CLDN9	0	-0.43962773
KLHDC8A	-0.017699836	-0.5078188
SLC6A17	0.060869093	-0.176802475
DFNB59	0.001436406	-0.444181836
SYT8	0.022268998	-0.353563613
OTX1	0.894676736	3.370534858
RMRP	0	-0.43962773
ARHGAP11B	2.496165493	10.18737408
DDC	-0.105661237	-0.905767326
POU5F1B	0	-0.43962773
LOC440905	0	-0.43962773
EOMES	-0.278483859	-1.627566033
HPX	-0.217570957	-1.367884952
LRRC24	0	-0.43962773
CLEC18A	-0.054890458	-0.6821954
HOXB13	0.03111356	-0.306994779
KRT81	0	-0.43962773
SLC2A14	0	-0.43962773
SAMD3	-0.186421509	-1.233660493
SGCA	-0.032628647	-0.583835098
CLEC12A	-0.271024197	-1.598396238
SFTPA2	-0.057608074	-0.686317993
TAS2R20	0.16799418	0.277593936
RPL13P5	0	-0.43962773
LOC84740	0	-0.43962773
DUOXA2	-0.045828155	-0.638414841
CYTL1	-0.01303082	-0.498927277
PCDHA4	0	-0.43962773
SLC25A18	-0.146705087	-1.070841734
LOC100133991	0	-0.43962773
CCL13	-0.165739753	-1.145986533
UBASH3A	-0.208410215	-1.32870213
WDR17	0.286862781	0.78357609
GPR75	0.185479601	0.348129801
CD177	0	-0.43962773
CNTFR	-0.046191998	-0.635247725
GPBAR1	-0.051898009	-0.661991702
CALB2	0	-0.43962773
HABP2	-0.25562955	-1.536966149
TACR2	-0.039303018	-0.608647631
CLK2P	0.460324012	1.528540401
RUNX1T1	0.357225436	1.102632353
HCN2	0.191220936	0.371543734
MUC16	-0.016836834	-0.511275158
MIR155HG	-0.280226733	-1.641486232
VSIG1	-0.016432219	-0.510269285
SHC4	-0.008512644	-0.479301373
TUBB1	0	-0.43962773
TNF	-0.120701814	-0.957305097
FCGR3B	-0.140503111	-1.038650381
EYA4	0	-0.43962773
TFAP2E	0	-0.43962773
CXCL6	-0.138852014	-1.03356408
PI16	-0.048214858	-0.650078029
CITED1	-0.015344816	-0.503101072
EIF1AY	0.268242617	0.695950842
PNMA3	0	-0.43962773
MAT1A	-0.235851591	-1.45028391
MDH1B	0.106218222	0.015613635
ATP6V1G2	0.140261784	0.157193571
PRKY	0.231070909	0.527003608
PCK1	-0.106960263	-0.912813986
FOXA3	-0.106297387	-0.904311457
IL1RL2	-0.041944055	-0.6199071
NPTX1	0	-0.43962773
C6orf138	0.33802192	0.999712004
UPK3B	-0.0510075	-0.659448385
FAM182B	0	-0.43962773
VTN	-0.207365697	-1.326304419
GPM6A	0.136033475	0.131740806
SLC16A12	0.666250044	2.40594911
AKR1E2	0	-0.43962773
C14orf176	-0.006265427	-0.468805039
CA3	0	-0.43962773
MMP13	-0.063513597	-0.721442571
MKX	0	-0.43962773
TSPYL3	0.091822699	-0.040347737
PYHIN1	-0.205388301	-1.3160267
NALCN	0	-0.43962773
PCP4L1	-0.02394536	-0.541524762
ZNF665	0.235535191	0.56358549
EMX2OS	0.003306511	-0.428411953
TSNAXIP1	0	-0.43962773
CAPN8	-0.081520799	-0.800343989
ZNF833	0	-0.43962773
GREM2	0.106809175	0.016461349
IL17D	-0.063566455	-0.711184872
BTBD19	0.127720213	0.108966803
XG	-0.024765529	-0.543758321
NIPAL4	-0.122680492	-0.973543393
SLC26A9	-0.0159673	-0.509416469
ZNF625	0.186692802	0.366226859
CSMD2	-0.040828713	-0.614189899
ACRC	-0.033338315	-0.591910416
CYP4F3	-0.162834601	-1.144985863
YPEL4	0.093688831	-0.034388069
GPR172B	0.15214015	0.207179539
SLC6A20	-0.060818675	-0.704923839
TMEM156	-0.131578551	-1.00029983
FAM189A1	0	-0.43962773
REP15	0	-0.43962773
NCRNA00176	0	-0.43962773
ZNF573	0.331803826	0.99860989
SLC7A4	0	-0.43962773
BDKRB1	-0.136531235	-1.021104244
NKAIN1	0.05748693	-0.18996835
ENHO	0.135331674	0.138271604
WFIKKN1	0	-0.43962773
CHRNE	-0.048822454	-0.649585306
C20orf94	1.624080664	6.502864926
LOC100134713	0	-0.43962773
CCL3L1	-0.133342275	-1.007496384
ANKS1B	0.435574329	1.417806132
NRK	0	-0.43962773
RUNDC2C	0.020380963	-0.356289236
GPR84	-0.298920148	-1.718219292
LCN12	-0.008367092	-0.48449514
CD3G	-0.32463209	-1.828872442
CFTR	-0.065904469	-0.731370865
HAP1	0.027451721	-0.320853409
GJB6	-0.109580803	-0.921968155
LOC441666	0	-0.43962773
SOX5	-0.031149356	-0.573583372
NRTN	0	-0.43962773
FLJ11235	0.645927522	2.315334507
FOXP2	0	-0.43962773
RDH16	-0.125282608	-0.967194441
SPINK1	-0.07618066	-0.772161573
ENTPD8	-0.003188875	-0.464145583
USP9Y	0.231070909	0.527003608
NEURL3	0	-0.43962773
IQSEC3	-0.002995943	-0.452151459
MAST1	0.191220936	0.371543734
KLK6	-0.024056371	-0.545656929
HOXB8	0	-0.43962773
TNFRSF8	-0.193351052	-1.264883882
XKR9	0	-0.43962773
DLX3	-0.016741755	-0.512333578
GUCA1B	-0.002257451	-0.449620825
PPIAL4G	0	-0.43962773
LOC400927	0.099307339	-0.010861374
CHAD	-0.029024106	-0.56439281
KLRG1	-0.136324922	-1.027919637
PRR5-ARHGAP8	0.110736868	0.020722623
PCDH20	0	-0.43962773
PTCH2	0	-0.43962773
FLG	0	-0.43962773
GPR171	-0.343454832	-1.910135581
SPDYE8P	0	-0.43962773
SLC15A1	-0.007013291	-0.46941428
ZNF683	-0.179365754	-1.209333825
DPH3B	0.79821638	2.951584846
GPR89B	0	-0.43962773
C21orf34	0.574018531	1.994618557
PTPRR	0	-0.43962773
FANCB	2.942978028	12.08752274
LRRC16B	0	-0.43962773
C9orf169	0.041720043	-0.264957951
PRDM6	-0.026054817	-0.551700582
INTS4L1	0	-0.43962773
PRSS3	-0.053003809	-0.670317871
LTC4S	0.89831233	3.384873583
HRC	0.083411288	-0.095332335
HSF2BP	0	-0.43962773
SNORD116-4	0.477270458	1.607548911
SPATA17	0.069886827	-0.137847622
DPEP1	-0.033693149	-0.584522779
EPHX4	0	-0.43962773
C15orf33	0.245369746	0.610699766
ICOS	-0.326790531	-1.839698587
USH1C	-0.092413388	-0.844962252
LOC728323	0.433905742	1.425523716
BAI1	0.024449573	-0.339652543
DNAH6	0	-0.43962773
C19orf73	0.62096387	2.205745699
INCA1	0.486317564	1.617381707
FAM18A	0	-0.43962773
ABCC6P2	-0.074600108	-0.765522543
C11orf70	0	-0.43962773
CD207	-0.026339544	-0.551132004
C18orf56	0.030447812	-0.310633095
KCNJ16	0.280951561	0.75429822
PCDHGA11	0	-0.43962773
AKAP3	0	-0.43962773
SCEL	-0.060820935	-0.70293014
CXCL3	-0.203547271	-1.312164716
TIMP4	0	-0.43962773
GPR158	0	-0.43962773
ZNF831	-0.201712821	-1.299237212
BCAN	0.191220936	0.371543734
ZNF366	0.903752217	3.453059087
REM1	-0.002747806	-0.458516783
UCP3	-0.046716564	-0.640529072
CCDC19	0	-0.43962773
GUCY1A2	-0.113507623	-0.919988355
C6orf141	0	-0.43962773
ABCA13	-0.034224302	-0.586770269
SHOX2	-0.067013045	-0.737518104
KCNN2	0.435020997	1.413831267
ADAMTS8	-0.040388736	-0.617468324
MMP10	0.038728278	-0.280612567
CECR2	0	-0.43962773
BEGAIN	0	-0.43962773
ANKRD36B	0.753571181	2.7667353
CNGA1	0.021453545	-0.344948709
PCDHGA7	0	-0.43962773
WNT3	0	-0.43962773
LGR5	0	-0.43962773
C10orf140	0	-0.43962773
MRO	0.217249108	0.488949071
FAM71D	0	-0.43962773
GZMM	-0.241336538	-1.476811602
FHL5	0.209478216	0.449594174
C19orf23	0	-0.43962773
GRIN3A	-0.041616762	-0.618597724
CXorf42	0	-0.43962773
RNF212	0	-0.43962773
ZNF699	1.350326477	5.342021049
TMEM217	0	-0.43962773
YY2	0.405170985	1.299034807
NCF1B	-0.266094662	-1.578068545
AKR7L	-0.067325877	-0.742058653
LOC642587	0.000364162	-0.45110683
LOC441204	0.024387687	-0.344295595
ZNF208	0	-0.43962773
C14orf73	-0.129359883	-1.006610021
GPC2	0.396913085	1.2378094
GPR81	0.007621067	-0.411318423
ERBB4	0.026536655	-0.32381042
BCL2L15	-0.08594625	-0.813412629
PCDH9	-0.047317095	-0.648814885
RHCG	-0.161724599	-1.147481743
CLDN10	0	-0.43962773
C14orf174	0.018002834	-0.356988472
CHST9	0.028863632	-0.31291685
ADRA2B	-0.048822454	-0.649585306
LIN7A	0.076310825	-0.119403923
C2CD4C	0	-0.43962773
KREMEN2	1.078900797	4.150222512
FCRL5	-0.243787568	-1.479888481
THEMIS	-0.211006066	-1.340241449
CCDC11	0.091326637	-0.044700984
CHRM3	-0.076396139	-0.781714133
GCSH	0	-0.43962773
SRPK3	0	-0.43962773
C10orf79	0.00553559	-0.415126934
RHEBL1	1.182392034	4.606223331
CDNF	0.62343184	2.20966612
COL11A2	-0.01321892	-0.496533428
TBC1D3C	0	-0.43962773
SALL4	0	-0.43962773
KCNK15	0	-0.43962773
MUM1L1	0	-0.43962773
SLC16A11	-0.005023078	-0.456919983
ZNF826	0.00945227	-0.401924339
KIAA0748	-0.288449828	-1.673103099
MMP3	0.409208811	1.302643172
GNRH1	0.345784744	1.026930117
ATRNL1	0	-0.43962773
GRIK3	-0.090454496	-0.831734057
TNFSF8	-0.201748214	-1.29769997
SNORD1C	0.420226201	1.36271759
SIRT4	0	-0.43962773
CYP2B7P1	0.014520473	-0.377377112
JPH4	0.219610577	0.496301868
HOXC8	0	-0.43962773
DNAH7	0.248075584	0.614591205
BMS1P4	0.390027262	1.224723126
C9orf122	0	-0.43962773
CNTN3	0	-0.43962773
ZDHHC8P1	0	-0.43962773
PCDHAC2	0.088553658	-0.058251036
OR2A4	0	-0.43962773
C2orf27A	0	-0.43962773
TSSK3	0.149235453	0.194910251
SYS1-DBNDD2	0	-0.43962773
HAPLN1	0	-0.43962773
ADAMTS16	0.020657414	-0.351104654
LOC100286844	0	-0.43962773
PLA2G2D	-0.196154714	-1.276339398
LOC100270804	0.336097997	0.993880643
KLRD1	-0.274045546	-1.61018218
FAM110C	-0.037411303	-0.606145962
FLJ40852	0	-0.43962773
LOC728024	0.228471588	0.546047402
ZNF677	0.061627037	-0.171804667
VAT1L	0	-0.43962773
TBX18	-0.02712547	-0.556399282
CASQ2	-0.055786691	-0.682758314
LOC84856	0	-0.43962773
LRRC10B	0	-0.43962773
ATP1A3	0.051970813	-0.230076756
KLRA1	0.334166833	0.985007433
LOC90246	0	-0.43962773
RIMS4	0.087910084	-0.061727006
FAM124B	-0.090198755	-0.829951456
NHLRC4	0	-0.43962773
PPM1E	-0.046566267	-0.644754306
PROCA1	0	-0.43962773
EFCAB6	0.72492212	2.648292863
PCOTH	-0.018155244	-0.514309947
VWCE	0.005747769	-0.413730353
CYP24A1	0	-0.43962773
SRL	0.106728641	0.020522948
AQP5	0	-0.43962773
SLC26A4	0	-0.43962773
FCGR1C	-0.215631634	-1.359560796
MAPK4	0	-0.43962773
LOC100128842	0.707215922	2.569929429
C1orf192	0	-0.43962773
RGS9	0	-0.43962773
RIBC2	0.285943564	0.782368383
PBX4	-0.046716564	-0.640529072
MCM3APAS	1.109575825	4.280129904
EMILIN3	0	-0.43962773
SLC9A5	-0.069573901	-0.75625694
FAM78B	0	-0.43962773
MGC87042	0	-0.43962773
PPAPDC1A	-0.021502502	-0.532193149
BEAN	0	-0.43962773
ENPP3	-0.005190096	-0.473019981
PRG4	-0.089958931	-0.813798371
HOXD1	0	-0.43962773
PDE11A	-0.009881908	-0.485682908
SULT1A2	-0.050193713	-0.653851234
LOC283050	0	-0.43962773
CD1C	-0.111190383	-0.913195923
LOC387646	0	-0.43962773
SLAMF1	-0.215500975	-1.359844058
PRDM11	0	-0.43962773
CYP4F12	-0.12736677	-0.998864454
S100A3	-0.023022817	-0.532696959
ADD2	0	-0.43962773
BCO2	0	-0.43962773
SCML4	-0.155257809	-1.102306911
MICALCL	0.167304361	0.26103259
BDNF	0	-0.43962773
SLC38A4	-0.175648743	-1.186416542
FAM95B1	0	-0.43962773
RBM24	0	-0.43962773
LRAT	0	-0.43962773
NCAM2	0.016752156	-0.367839829
CASS4	-0.262480949	-1.560902975
LOC388242	0	-0.43962773
NEFL	0	-0.43962773
SCUBE1	0	-0.43962773
CCDC110	0.126980536	0.08420725
SLC22A18AS	-0.069933278	-0.743735642
CHRFAM7A	-0.048822454	-0.649585306
WHAMML2	0.115074606	0.051227667
WDR86	-0.007966022	-0.473460674
RBM20	0	-0.43962773
EPHA7	-0.01402766	-0.50993269
TCF21	-0.053737368	-0.66953701
GNGT2	-0.278919716	-1.630761481
CNIH2	0.15499695	0.218770519
SEMA3E	0	-0.43962773
TAF1L	1.380843659	5.46143365
ALX3	0	-0.43962773
PPP1R1A	-0.024256318	-0.552037807
CDKL1	-0.009664888	-0.484547745
NAT8L	-0.014698113	-0.502174051
FLJ44635	0	-0.43962773
KLHL31	0	-0.43962773
PCDHGA4	0	-0.43962773
GUSBL1	0	-0.43962773
C20orf132	0.674331133	2.432144754
DMBT1	-0.087774601	-0.817913847
C19orf38	-0.203204544	-1.308982254
PROC	-0.21980414	-1.381119217
C2orf40	0.644829044	2.303694321
PCDHB6	0	-0.43962773
TLR6	-0.133348526	-1.00389916
DUSP15	-0.039024338	-0.607886454
MS4A1	-0.259102086	-1.548796143
TRPV6	-0.015725078	-0.505624543
SIGLEC5	-0.130348169	-0.992758629
SFTPD	-0.040305884	-0.618573965
HTR2B	-0.066445574	-0.729783097
SSTR1	-0.0431983	-0.629818569
BTN2A3	0	-0.43962773
IL12RB2	-0.039661375	-0.604221624
KCNIP4	0.166095987	0.247774854
GPR109B	-0.011128314	-0.498357195
C8orf47	-0.05316019	-0.67716072
C6orf223	-0.058517466	-0.691049651
C19orf76	0	-0.43962773
SCN3B	-0.049262078	-0.64973636
CNR1	-0.041616762	-0.618597724
FBXL22	0.013256684	-0.377194996
PYGM	-0.037409323	-0.611849493
TRIM58	0	-0.43962773
TLE6	0	-0.43962773
FHAD1	0	-0.43962773
LAX1	-0.335886822	-1.876590254
MUC15	-0.027160861	-0.577151216
PCBP3	-0.039303018	-0.608647631
CLEC4E	-0.220453435	-1.38275053
KCNIP2	0	-0.43962773
ACADL	0.951789139	3.607512415
CLCA2	-0.066815148	-0.736810686
ZNF391	0	-0.43962773
TMEM191A	-0.0230089	-0.54098871
AMPH	0.009250345	-0.400783594
DNM1P35	0	-0.43962773
ZNF354C	1.233004774	4.854613425
C17orf67	0	-0.43962773
ZBTB37	0.859935272	3.244285944
CYSLTR1	-0.199667423	-1.292598451
FLJ13197	0.176059153	0.3038858
ZNF286B	0	-0.43962773
C12orf60	0	-0.43962773
SIGLEC8	-0.088308201	-0.815192559
GPR64	0	-0.43962773
C1QTNF2	-0.025487774	-0.54796017
GJB5	-0.089295896	-0.831805946
FAM24B	0	-0.43962773
ZNF774	0	-0.43962773
IGSF1	-0.044881758	-0.636105122
ESYT3	-0.033338315	-0.591910416
FAM155A	-0.017607666	-0.52546655
TMEM169	0	-0.43962773
GAL3ST1	-0.12693889	-1.000455884
C1QTNF7	-0.065549094	-0.731262247
LILRA5	-0.234995826	-1.44040187
MYCN	0	-0.43962773
TMEM52	0.080531856	-0.104503345
APOBEC3A	-0.079011324	-0.782114612
RUNDC3A	-0.026035221	-0.551590391
SOSTDC1	0	-0.43962773
PCDHGB1	0	-0.43962773
AGR3	0.047242087	-0.254164628
ITPRIPL1	0	-0.43962773
DPY19L2P2	0.060632422	-0.187312632
LOH12CR2	0.335053683	0.981154216
LOC100272217	0	-0.43962773
CXCL5	-0.199456482	-1.295817781
C2CD4B	0	-0.43962773
GOLGA6L5	0.004115294	-0.431498082
SNAI3	-0.096958222	-0.855482486
SPDYE6	0.024177915	-0.340763361
ARC	-0.049677661	-0.656794881
HOXD10	0	-0.43962773
C16orf79	0.658266084	2.382565227
TTC25	0.053648855	-0.208139377
GPR85	0	-0.43962773
LOC100303728	0.130139215	0.115212811
NIPAL1	0.07778158	-0.111983577
CECR6	0.390574898	1.22980283
CAPS2	0.453578132	1.489135045
NPAS3	0.039364399	-0.275075309
OR51E1	0.01643661	-0.369432784
PTX3	0	-0.43962773
FCER1A	-0.018561074	-0.518561225
ISLR2	-0.014738253	-0.503073954
C12orf68	0	-0.43962773
NCRNA00115	0.418529385	1.34844857
TLR9	-0.103033666	-0.879376257
LRRN3	0.035916397	-0.290379298
SULT1C4	-0.014414683	-0.504399754
DACT2	0	-0.43962773
RFESD	0	-0.43962773
ZGLP1	0.490921041	1.659104131
KHDC1	0	-0.43962773
CETP	-0.053699932	-0.673549197
P704P	0	-0.43962773
SOX8	-0.0368444	-0.600038213
ZNF215	0	-0.43962773
CORIN	0.136807422	0.155088015
CDKL2	0.012785586	-0.384092531
SFRS13B	0	-0.43962773
CATSPER2P1	0	-0.43962773
C19orf77	-0.116489783	-0.951478684
GK3P	0.022339303	-0.346456229
HOXA11	0	-0.43962773
TCEAL6	0.041815274	-0.267543891
CST6	-0.045007368	-0.62984373
P2RX1	-0.076260464	-0.768670944
MUC13	-0.121216829	-0.970018177
ABCC2	-0.164410195	-1.153219617
LILRA2	-0.111944678	-0.920543783
NTNG2	0	-0.43962773
LOC100126784	0.093543566	-0.040915365
ABO	-0.037828531	-0.60591112
ZNF322B	0	-0.43962773
ZNF442	0	-0.43962773
HPGDS	-0.112945492	-0.922212901
MAP7D2	0	-0.43962773
GCNT4	0	-0.43962773
PREX2	0.380785767	1.200583831
FAM3D	-0.123035382	-0.97779417
WNT2B	0	-0.43962773
SATL1	0	-0.43962773
FOXD1	0	-0.43962773
CCDC150	0.313547359	0.896202568
RASGRF1	0	-0.43962773
DLX5	-0.008774787	-0.477301802
ADH1C	-0.13258188	-1.011648388
PCDHGA2	0.305376053	0.879800442
LOC92973	0.245849127	0.611422631
LRRC2	0	-0.43962773
PIH1D2	0.052248514	-0.214566715
EDN2	-0.086205117	-0.809121162
TSSK6	0	-0.43962773
LOC100190938	0	-0.43962773
DNAH2	0	-0.43962773
FIGNL2	-0.017954825	-0.520576559
LOC650368	0	-0.43962773
C6orf154	0	-0.43962773
SLCO4C1	-0.061935165	-0.709748451
FAM53A	0	-0.43962773
PCDHGA6	0.514548059	1.786153381
ADAM22	0.015310713	-0.376190197
ZDHHC15	0.31491182	0.902863059
LOH3CR2A	0	-0.43962773
LOC100272228	0.46677256	1.545229409
SIGLEC14	-0.109119569	-0.900988745
RNF165	0	-0.43962773
GFRA2	-0.020689061	-0.537902078
FGFBP1	-0.059662978	-0.703554791
CDKL5	2.032078841	8.26906468
AGAP11	0	-0.43962773
KSR2	0	-0.43962773
KCNK13	0	-0.43962773
LOC283663	-0.025551075	-0.550948053
RAB42	-0.091034419	-0.823749944
C6orf204	0.586048908	2.050111698
GAPT	-0.144140658	-1.057135391
LOC400752	0.095145292	-0.037974685
ATP13A4	-0.022823981	-0.544292258
SGK196	1.393481524	5.504572987
LGALS9C	-0.02410873	-0.546773028
ARL10	0.20172832	0.40649344
ANKRD34A	0	-0.43962773
RGS18	-0.186218887	-1.232007306
PNCK	0	-0.43962773
LOC143666	0	-0.43962773
ZNF578	0.078219708	-0.105385985
AP3B2	0.024439205	-0.333662517
CTLA4	-0.30978464	-1.765345298
FAM190A	0.093131965	-0.03788947
CD300C	-0.214686044	-1.359127872
LGALS2	-0.127690701	-0.994106854
CTSE	-0.095865675	-0.855857372
NHSL2	0.980354753	3.783468194
NOS2	0	-0.43962773
AK7	0	-0.43962773
NCRNA00171	0	-0.43962773
LOC100130015	-0.024072193	-0.546920822
LIMS3-LOC440895	0	-0.43962773
MS4A14	-0.10450639	-0.882551066
NCF1C	-0.278895568	-1.632705706
ASGR1	-0.251258481	-1.512642987
MEOX2	-0.041371121	-0.614729363
NAPSA	-0.050995573	-0.66624778
HSFX2	0	-0.43962773
KCNG1	0	-0.43962773
GLI1	0	-0.43962773
SIRPG	-0.218994953	-1.375851677
PPARGC1B	0.319687228	0.924635913
PDE4C	0	-0.43962773
C19orf36	0.028863632	-0.31291685
PHACTR1	-0.019005767	-0.523059249
LOC644936	0.191220936	0.371543734
OMD	-0.050067457	-0.660403347
CXorf21	-0.352115742	-1.946299314
SV2B	0	-0.43962773
DSG3	0.013051772	-0.393535477
HRCT1	0	-0.43962773
ZNF491	-0.009630297	-0.481909232
SOX2	-0.052214129	-0.673711716
AIM2	-0.25362558	-1.530438691
CHGB	-0.00918669	-0.484119409
ZFP2	0.803672277	2.986027165
LOC158572	0.043751456	-0.250700348
TUBBP5	0	-0.43962773
LY9	-0.304444162	-1.740574979
RASSF9	-0.046716564	-0.640529072
LOC153684	0	-0.43962773
RASGRP4	-0.140993721	-1.039028835
MIR17HG	1.063844012	4.095000699
LOC388588	0.682324778	2.465475589
KCNQ5	-0.019908296	-0.52434545
SLC16A7	0	-0.43962773
ADAMTS6	-0.084633642	-0.809094628
CAMK2N2	0.207010673	0.438488425
CALML3	-0.068242245	-0.747980959
FGF12	0	-0.43962773
SCN8A	0	-0.43962773
KRT13	-0.105825047	-0.907608646
C1orf133	-0.046191998	-0.635247725
PON3	-0.102345233	-0.870781519
FCRLB	0	-0.43962773
RUNDC3B	0.29939221	0.819606158
SLC3A1	-0.06993055	-0.752500389
PCDHGB4	0	-0.43962773
HIST1H4J	0.252477715	0.625696483
HIATL2	0	-0.43962773
LOC727896	0	-0.43962773
LOC100302650	0.114624254	0.048712543
NCCRP1	-0.060430686	-0.709585076
PHYHIPL	-0.057799946	-0.698175183
DMGDH	0.686258	2.47272348
KDM5D	0.268242617	0.695950842
VEPH1	0	-0.43962773
ZBP1	-0.249107546	-1.506806936
C15orf59	0	-0.43962773
NME5	0.977305118	3.725930031
AGAP8	0.533798923	1.829866857
MFSD2B	1.733663784	6.971669624
EID3	0	-0.43962773
ELFN2	0	-0.43962773
MEOX1	-0.0336684	-0.583789599
KIF1A	0.011367503	-0.393638212
KNDC1	0	-0.43962773
ADCY2	0.000698735	-0.443424649
RPPH1	0	-0.43962773
DMRTA1	0	-0.43962773
OAZ3	0.009901242	-0.395849408
MMP16	-0.061797317	-0.704938174
CCL8	-0.282265096	-1.640983824
ULBP3	0.007113724	-0.403402562
TCEAL7	-0.02705653	-0.56769582
SRRM5	-0.034626373	-0.588536046
RYR2	0	-0.43962773
HOXA1	-0.034943061	-0.589552376
NCRNA00120	0.602992557	2.146234619
LQK1	0	-0.43962773
SAMD14	-0.01488662	-0.503712655
CATSPER2	0	-0.43962773
ARTN	0.122240831	0.082126328
HS3ST3A1	0	-0.43962773
LOC284837	0.094759196	-0.045623375
AFF2	0	-0.43962773
YBX2	0	-0.43962773
ZNF233	0.068176434	-0.130675648
RADIL	0	-0.43962773
GGT3P	-0.006242049	-0.467346782
MAPK15	0	-0.43962773
SNAP25	0	-0.43962773
GEMIN8P4	0	-0.43962773
RELN	-0.038219027	-0.608461518
TNNT1	0.210040872	0.449804882
HP	-0.23074358	-1.425029433
DNAJC28	0.482736804	1.617521876
USP51	0.524343114	1.814426197
AIFM3	0	-0.43962773
C1orf190	0.082681391	-0.083128271
ADAM23	0	-0.43962773
ANKAR	0.101124705	0.0039562
ITGA8	0.222921458	0.512182689
ABCB4	-0.204803258	-1.321390804
IGSF10	-0.014738253	-0.503073954
KLHL35	0	-0.43962773
STK33	-0.039024217	-0.613561892
OLFM4	-0.022858725	-0.542570302
STX1B	0	-0.43962773
LOC100128640	-0.025829405	-0.549542124
CDKL3	0.280861871	0.752824226
MAMSTR	0	-0.43962773
GRRP1	-0.060752899	-0.705630004
EGF	-0.020362593	-0.525333331
ACY3	-0.134288825	-1.027787404
DHDPSL	-0.061100638	-0.714973964
GSTM5	-0.072243668	-0.749129771
DKK2	-0.098567487	-0.867707414
COL4A3	0.71387901	2.60156701
MYLK4	0	-0.43962773
TSPAN10	0	-0.43962773
GRIK5	0.137235116	0.145445284
PPIAL4C	0.193465939	0.380527683
ZSCAN12P1	0	-0.43962773
SLC25A34	0	-0.43962773
PCDH19	0	-0.43962773
HSD17B2	-0.137669391	-1.038105772
ZBED2	-0.083305429	-0.795730669
MGC23270	0	-0.43962773
GCET2	-0.138069562	-1.027078245
FRMD3	1.096735969	4.231423015
PACSIN1	0	-0.43962773
C1QL1	0	-0.43962773
AMN	-0.143777064	-1.072191267
FBXO48	0	-0.43962773
STAC	0	-0.43962773
ZNF385B	0	-0.43962773
LGALS4	-0.157127823	-1.130043691
GPR3	0	-0.43962773
LIPT2	0	-0.43962773
PPP2R2B	0	-0.43962773
ZNF487	0.085981358	-0.055357418
ANXA8L2	-0.053864544	-0.681104554
CA8	0	-0.43962773
ZNF582	0.433294829	1.406856001
HS3ST2	-0.006392185	-0.475791709
HELB	1.453302926	5.761830548
IYD	-0.055373032	-0.684616043
TMSB15B	0	-0.43962773
ABCA12	-0.032523675	-0.576505678
DPYSL4	-0.022196901	-0.534084375
ZNF883	0	-0.43962773
CCDC136	0.000247835	-0.44381715
CAPN13	-0.065460254	-0.731920172
RAD9B	0	-0.43962773
PTGFR	-0.020733165	-0.528758904
PTH1R	0.374717228	1.153429019
HOXC9	0	-0.43962773
TBX1	-0.065582595	-0.723971789
NIPSNAP3B	0.509252054	1.735186144
KILLIN	0.053788176	-0.213393698
MYOM3	-0.026870863	-0.557228495
PDCD1	-0.205692695	-1.319905209
BBOX1	0.017741471	-0.366599157
LOC100131691	0	-0.43962773
SLC1A2	0	-0.43962773
IGSF21	0	-0.43962773
ITPKA	0	-0.43962773
PCDHB11	0	-0.43962773
HDX	0.396010718	1.260121675
SLC6A14	-0.015194964	-0.508594328
CNNM1	0	-0.43962773
SLC6A1	-0.142413765	-1.049277795
C21orf122	0	-0.43962773
PCDHB3	0	-0.43962773
CST1	0.008892627	-0.401372041
STOX2	0	-0.43962773
NLGN3	0	-0.43962773
CSDC2	-0.015495153	-0.498818797
C14orf49	0.011992164	-0.391972719
FREM1	0	-0.43962773
ANKRD24	0.563340928	1.949172381
LOC100271722	0	-0.43962773
LOC100131434	0.525761264	1.805440156
OSTalpha	-0.124472667	-0.970623222
FSTL4	0	-0.43962773
LOC221442	0.59542348	2.101667778
GRAP2	-0.278206675	-1.631478612
P2RY14	-0.07269803	-0.750897038
COX4I2	-0.041136381	-0.624196786
DGCR5	0.017982377	-0.363613933
HPDL	0.875880222	3.293889817
CACNB4	0	-0.43962773
FAM124A	0	-0.43962773
NPM2	0	-0.43962773
CYP2E1	-0.265719202	-1.578054841
DOK6	-0.04004079	-0.603296241
TXLNB	0.020141097	-0.353317223
SLC19A3	0.006033965	-0.414630067
PCDHGA9	0.376502393	1.200861016
C3orf57	-0.041996499	-0.622128897
RAB39B	0.070091502	-0.139950293
KDM4D	0	-0.43962773
